Stage Name,Full Name,Korean Name,Date of Birth,Country,Group,Gender,,
Wonjun,Jeong Wonjun,정원준,21/07/1998,South Korea,ABLUE,M,,
Wonjun,Moon Wonjun,문원준,26/10/2005,South Korea,WHIB,M,,
Wonpil,Kim Wonpil,김원필,28/04/1994,South Korea,DAY6,M,,
Wontak,Ju Wontak,주원탁,24/02/1996,South Korea,M,,,
Wonwoo,Jeon Wonwoo,전원우,17/07/1996,South Korea,Seventeen,M,,
Wony,Ahn Seungwon,안승원,04/10/2004,South Korea,We;Na,F,,
Wonyoung,Jang Wonyoung,장원영,31/08/2004,South Korea,IVE,F,,
Woo-ah,Kim Chaewon,김채원,20/06/1997,South Korea,CRAXY,F,,
Woobin,Seo Woobin,서우빈,16/10/2000,South Korea,CRAVITY,M,,
Woobin,Jeong Woobin,정우빈,01/04/2000,South Korea,Luminous,M,,
Woochul,Shin Woochul,신우철,02/10/2002,South Korea,Newkidd,M,,
Woodam,Park Woodam,박우담,02/08/1995,South Korea,D1CE,M,,
Woohee,Bae Woohee,배우희,21/11/1991,South Korea,Dal Shabet,F,,
Woohyun,Nam Woohyun,남우현,08/02/1991,South Korea,Infinite,M,,
Woojin,Park Woojin,박우진,02/11/1999,South Korea,AB6IX,M,,
Woojin,Lee Woojin,이우진,03/04/2003,South Korea,TheEastLight,M,,
Woojin,Kim Woojin,김우진,08/04/1997,South Korea,Daejeon,M,,
Woojin,Lee Woojin,이우진,07/04/2003,South Korea,Ghost9,M,,
Woojin,Lee Woojin,이우진,22/11/1996,South Korea,MY.st,M,,
Woojoo,Kim Woojoo,김우주,12/08/1996,South Korea,Wassup,F,,
Woojoo,Kim Sangyoon,김상윤,18/09/1996,South Korea,14U,M,,
Wooju,Cho Wooju,조우주,21/01/2004,South Korea,BLITZERS,M,,
Woolim,Hwang Woolim,황우림,29/08/1996,South Korea,Playback,F,,
Woonggi,Cha Woonggi,차웅기,23/04/2002,South Korea,TOO,M,,
Woonhak,Kim Woonhak,김운학,29/11/2006,South Korea,BOYNEXTDOOR,M,,
Woono,Song Wonho,홍원호,05/04/2003,South Korea,YOUNITE,M,,
Woori,Go Woori,고우리,22/02/1988,South Korea,Rainbow,F,,
Wooseok,Jeong Wooseok,정우석,31/01/1998,South Korea,PENTAGON,M,,
Wooseok,Kim Wooseok,김우석,12/03/2004,South Korea,FANTASY BOYS,M,,
Wooshin,Kim Wooseok,김우석,27/10/1996,South Korea,Daejeon,M,,
Woosu,Kim Minseok,김민석,23/11/1999,South Korea,IZ,M,,
Woosung,Choi Sunghyuk,최성혁,24/09/1994,South Korea,SNUPER,M,,
Wooyeon,Park Jinkyung,박진경,11/02/2003,South Korea,woo!ah!,F,,
Wooyeop,Jo Wooyeop,조우엽,27/09/2000,South Korea,TRCNG,M,,
Wooyoung,Jang Wooyoung,장우영,30/04/1989,South Korea,2PM,M,,
Wooyoung,Jung Wooyoung,정우영,26/11/1999,South Korea,ATEEZ,M,,
Wooyoung,Hwang Wooyoung,황우영,29/06/2003,South Korea,AIMERS,M,,
Woozi,Lee Jihoon,이지훈,22/11/1996,South Korea,Seventeen,M,,
Wow,Kim Seyoon,김세윤,28/02/1993,South Korea,A.C.E,M,,
Wyatt,Shim Jaeyoung,심재영,23/01/1995,South Korea,ONF,M,,
Xeheun,Lee Seheun,이세흔,11/07/1999,South Korea,Girlkind,F,,
XEN,Lee Jinwoo,이진우,20/02/1998,South Korea,OMEGA X,M,,
Xero,Shin Jiho,신지호,03/02/1994,South Korea,Topp Dogg,M,,
Xia Junsu,Kim Junsu,김준수,15/12/1986,South Korea,JYJ,M,,
Xiao,Lee Dongyeol,이동열,13/12/1998,South Korea,UP10TION,M,,
XiaoTing,Shen Xiao Ting,션샤오팅,12/11/1999,China,Kep1er,F,,
Xin,Wang Xinwi,왕씬위,10/11/1996,China,VARSITY,M,,
Xinyu,Zhou Xinyu,저우신위,25/05/2001,China,tripleS,F,,
Xion,Son Dongju,손동주,10/01/2000,South Korea,Oneus,M,,
Xiumin,Kim Minseok,김민석,26/03/1990,South Korea,EXO,M,,
Xiweol,Kang Minseok,강민석,21/10/1996,South Korea,VARSITY,M,,
Xiyeon,Park Junghyun,박정현,14/11/2000,South Korea,Pristin,F,,
Xuanyi,Wu Xuanyi,우쉬안이,26/01/1995,China,,F,,
Y,Choi Sungyoon,최성윤,31/07/1995,South Korea,Golden Child,M,,
Yan An,Yan An,옌안,25/10/1996,South Korea,PENTAGON,M,,
Yano,Seo Sangwon,서상원,27/09/1995,South Korea,Topp Dogg,M,,
Yeah,Kim Haeun,김하은,09/10/1999,South Korea,Gongju,F,,
Yebin,Baek Yebin,백예빈,13/07/1997,South Korea,DIA,F,,
Yebin,Kim Yebin,김예빈,01/11/2004,South Korea,HOT ISSUE,F,,
Yechan,Shin Yechan,신예찬,14/05/2001,South Korea,OMEGA X,M,,
Yechan,Kim Yechan,김예찬,26/11/1995,South Korea,Pink Fantasy,F,,
Yechan,Jeong Yechan,정예찬,27/10/2005,South Korea,TRENDZ,M,,
Yechan,Lee Yechan,이예찬,21/10/2005,South Korea,xikers,M,,
Yedam,Bang Yedam,방예담,07/05/2002,South Korea,Treasure,M,,
Yedam,Lee Yedam,이예담,19/01/2003,South Korea,ONE PACT,M,,
YeeEun,Jang Yeeun,장예은,10/08/1998,South Korea,CLC,F,,
Yeeun,Hwang Yeeun,황예은,12/01/1997,South Korea,Blady,F,,
Yeham,Gu Yeham,구예함,07/10/2005,South Korea,CSR,F,,
Yehana,Kim Yewon,김예원,22/02/1999,South Korea,Pristin,F,,
Yehyeon,Kim Yehyeon,김예현,12/09/1999,South Korea,GIDONGDAE,M,,
Yein,Jeong Yein,정예인,04/06/1998,South Korea,Lovelyz,F,,
Yein,Ahn Yein,안예인,04/05/1995,South Korea,MELODYDAY,F,,
Yeji,Hwang Yeji,황예지,26/05/2000,South Korea,ITZY,F,,
Yeju,Kim Yeju,김예주,01/02/2004,South Korea,ICHILLIN',F,,
Yejun,Oh Yejun,오예준,23/08/2002,South Korea,E'LAST,M,,
Yel,Han Shinyoung,한신영,25/12/2004,South Korea,H1-KEY,F,,
Yellow,Kim Eunbi,김은비,05/05/1993,South Korea,Pungdeng-E,F,,
Yena,Yang Yena,양예나,22/05/2000,South Korea,APRIL,F,,
Yena,Jeong Yena,정예나,10/04/2000,South Korea,G-reyish,F,,
Yena,Choi Yena,최예나,29/09/1999,South Korea,IZ*ONE,F,,
Yenny,Park Yeeun,박예은,26/05/1989,South Korea,Wonder Girls,F,,
Yeon Changgu,여창구,27/03/1996,South Korea,PENTAGON,M,,,
Yeoeun,Jung Jieun,정지은,25/01/1990,South Korea,MELODYDAY,F,,
Yeojin,Im Yeojin,임여진,11/11/2002,South Korea,Loossemble,F,,
Yeonggwang,Ahn Youngjun,안영준,22/09/1997,South Korea,VANNER,M,,
Yeonha,Ahn Yeonji,안연지,19/05/2000,South Korea,P.O.P,F,,
Yeonhee,Kim Yeonhee,김연희,06/12/2000,South Korea,Rocket Punch,F,,
Yeonho,Ju Yeonho,주연호,31/05/2000,South Korea,Verivery,M,,
Yeonjae,Choi Yeonjae,최연재,06/12/2000,South Korea,mimiirose,F,,
Yeonje,Yang Yeonje,양연제,15/10/1999,South Korea,ALICE,F,,
Yeonji,Kwak Yeonji,곽연지,08/01/2008,South Korea,tripleS,F,,
Yeonjoo,Song Yeonjoo,정연주,26/06/1997,South Korea,P.O.P,F,,
Yeonjun,Choi Yeonjun,최연준,13/09/1999,South Korea,TXT,M,,
Yeonjung,Yu Yeonjung,유연정,03/08/1999,South Korea,WJSN,F,,
Yeonjung,Wi Yeonjung,위연정,01/09/2004,South Korea,YOUNG POSSE,F,,
Yeonkyu,Kim Yeonkyu,김연규,03/05/2004,South Korea,ATBO,M,,
Yeonseo,Ryu Yeonseo,류연서,26/09/2004,South Korea,We;Na,F,,
Yeonsu,Ryu Yeonsu,류연수,19/02/2003,South Korea,ADYA,F,,
Yeontae,Jeong Yeontae,정연태,06/07/1992,South Korea,IN2IT,M,,
Yeonwoo,Lee Dabin,이다빈,01/08/1996,South Korea,,F,,
Yeoreum,Lee Jinsook,이진숙,10/01/1999,South Korea,WJSN Chocome,F,,
Yeoreum,Ahn Chaeyeon,안채연,04/06/1996,South Korea,Hello Venus,F,,
Yeori,Kim Soyeon,김소연,30/05/1994,South Korea,Gate9,F,,
Yeori,Choi Yeori,최여리,08/09/1999,South Korea,ARIAZ,F,,
Yeosang,Kang Yeosang,강여상,15/06/1999,South Korea,ATEEZ,M,,
Yeoun,Lee Kyeongbin,이경빈,03/09/1997,South Korea,ARGON,M,,
Yeowool,Ha Yeowool,하여울,11/04/1998,South Korea,Purplebeck,F,,
Yeram,Yang Yeram,양예람,31/03/2000,South Korea,Astin,M,,
Yeri,Kim Yerim,김예림,05/03/1999,South Korea,Red Velvet,F,,
Yerim,Jeong Yerim,정예림,10/03/1997,South Korea,Purplebeck,F,,
Yerin,Baek Yerin,백예린,26/06/1997,South Korea,15&,F,,
Yerin,Jung Yerin,정예린,19/08/1996,South Korea,Gfriend,F,,
Yeryung,,예령,22/06/2002,South Korea,Lusty,F,,
Yeseo,Kang Yeseo,강예서,22/08/2005,South Korea,Kep1er,F,,
Yeseul,Kim Yeseul,김예슬,24/03/2004,South Korea,Hi-L,F,,
Yeso,Lee Yeso,이예소,13/11/2001,South Korea,G-reyish,F,,
Yesung,Kim Jongwoon,김종운,24/08/1984,South Korea,Super Junior,M,,
Yeum,Jung Myeongwoo,정명우,19/11/2001,South Korea,,F,,
Yewang,Seo Yewang,서예왕,12/03/2005,South Korea,EPEX,M,,
Yewon,Park Yewon,박예원,11/01/2004,South Korea,HOT ISSUE,F,,
Yewon,Han Yewon,한예원,07/02/2003,South Korea,mimiirose,F,,
Yeyoung,Choi Yeyoung,최예영,31/05/2000,South Korea,Geenius,F,,
Yezi,Lee Yeji,이예지,26/08/1994,South Korea,Fiestar,F,,
Yibo,Wang Yibo,왕이보,05/08/1997,China,UNIQ,M,,
Yijeong,Jang Yijeong,장이정,10/09/1993,South Korea,HISTORY,M,,
Yiren,Wang Yiren,왕이런,29/12/2000,China,Everglow,F,,
Yixuan,Zhou Yixuan,조이쉔,11/12/1990,China,UNIQ,M,,
Yiyeon,Jung Dasol,정다솔,28/05/1995,South Korea,BVNDIT,F,,
Yoel,Kim Yoel,킴요엘,25/01/2001,South Korea,AIMERS,M,,
Yohan,Kim Yohan,김요한,22/09/1999,South Korea,WEi,M,,
Yonggeun,Jo Yonggeun,조용근,23/01/1995,South Korea,D1CE,M,,
Yongguk,Bang Yongguk,방용국,31/03/1990,South Korea,B.A.P,M,,
Yongha,Yoo Yongha,유용하,11/01/1999,South Korea,WEi,M,,
Yonghee,Kim Yonghee,김용희,17/02/2000,South Korea,CIX,M,,
Yonghoon,Jin Yonghoon,진용훈,17/08/1994,South Korea,Onewe,M,,
Yonghwa,Jung Yonghwa,정용화,22/06/1989,South Korea,CNBLUE,M,,
Yongseok,Kim Yongseok,김용석,08/01/1993,South Korea,CROSS GENE,M,,
Yongseok,Choi Yongseok,최용석,23/05/1996,South Korea,CHECKMATE,M,,
Yongseung,Kim Yongseung,김용승,17/06/2000,South Korea,Verivery,M,,
Yooa,Yoo Siah,유시아,17/09/1995,South Korea,Oh My Girl,F,,
Yoochun,Park Yoochun,박유천,04/07/1986,South Korea,JYJ,M,,
Yoohyeon,Kim Yoohyeon,김유현,07/01/1997,South Korea,Dreamcatcher,F,,
Yoojin,Jang Yoojin,정유진,14/09/1992,South Korea,,F,,
Yoojin,Ahn Yoojin,안유진,29/02/2000,South Korea,ARTBEAT,F,,
Yoojun,Jun Yoojun,정유준,26/07/1995,South Korea,D1CE,M,,
Yoojun,Jung Gun,정건,27/12/2000,South Korea,BAE173,M,,
Yoojung,Choi Yoojung,최유정,12/11/1999,South Korea,Weki Meki,F,,
Yoojung,Lee Taeyeop,이태엽,19/05/1997,South Korea,OnlyOneOf,M,,
Yookyung,Seo Yookyung,서유경,15/03/1993,South Korea,,F,,
Yoomin,Na Yoomin,나유민,29/08/1993,South Korea,MELODYDAY,F,,
Yoon,Heo Yoon,허윤,23/09/1994,South Korea,4TEN,F,,
Yoon,Kang Seungyoon,강승윤,21/01/1994,South Korea,WINNER,M,,
Yoon,Ji Hayoon,지하윤,08/07/1997,South Korea,Gate9,F,,
Yoon,Shim Jayoon,심자윤,14/04/2004,South Korea,STAYC,F,,
Yoona,Im Yoona,임윤아,30/05/1990,South Korea,SNSD,F,,
Yoona,Ogura Yuuna,오구라 유우나,13/10/2000,Japan,bugAboo,F,,
Yoona,Oh Yoona,오윤아,07/10/2009,South Korea,UNIS,F,,
Yoonbin,Ha Yoonbin,하윤빈,11/12/2000,South Korea,,M,,
Yoonhye,Jung Yoonhye,정윤혜,14/04/1990,South Korea,Rainbow,F,,
Yoonhye,Jung Yoonhye,정윤혜,04/10/2001,South Korea,FANATICS,F,,
Yoonji,,윤지,21/07/1998,South Korea,Lusty,F,,
Yoonjo,Shin Yoonjo,신윤조,14/12/1992,South Korea,UNI.T,F,,
Yoonsan,Yoon Sanghyuk,윤상혁,22/08/1994,South Korea,HOTSHOT,M,,
Yoonsung,Cho Yoonsung,조윤성,13/11/2003,South Korea,8TURN,M,,
Yoonwoo,Lee Choonghyun,이충현,28/08/2000,South Korea,TRENDZ,M,,
Yoosung,Jeong Yoosung,정유성,08/10/1992,South Korea,,M,,
Yooyeon,Kim Yooyeon,김유연,09/02/2001,South Korea,tripleS,F,,
Yooyoung,Lee Yooyoung,이유영,23/01/1995,South Korea,Hello Venus,F,,
Yorch,Yongsin Wongpanitnont,용신 웡파닛논,11/04/2002,Thailand,POW,M,,
Yoseob,Yang Yoseob,양요섭,05/01/1990,South Korea,Highlight,M,,
Yoshi,Kanemoto Yoshinori,카네모토 요시노리,15/05/2000,Japan,Treasure,M,,
You,Kim Taeyou,김태유,17/11/1999,South Korea,ABLUE,M,,
Youi,Kim Jihyeo,유아이,24/04/2000,South Korea,Dreamnote,F,,
Young K,Kang Young-hyun,강영현,19/12/1993,South Korea,DAY6,M,,
Youngbin,Kim Youngbin,김영빈,23/11/1993,South Korea,SF9,M,,
Youngbin,Jeong Youngbin,정영빈,05/10/1998,South Korea,Luminous,M,,
Youngbin,Lee Youngbin,이영빈,23/11/2001,South Korea,BLANK2Y,M,,
Youngeun,Seo Youngeun,서영은,27/12/2004,South Korea,Kep1er,F,,
Youngheun,Go Youngheun,고영흔,20/11/1994,South Korea,,F,,
Youngho,Noh Youngho,노영호,24/03/1993,South Korea,SIGNAL,M,,
Younghoon,Kim Younghoon,김영훈,08/08/1997,South Korea,The Boyz,M,,
Youngjae,Yoo Youngjae,유영재,24/01/1994,South Korea,B.A.P,M,,
Youngjae,Choi Youngjae,최영재,17/09/1996,South Korea,GOT7,M,,
Youngjae,Jo Youngjae,주영채,19/10/2003,South Korea,KELT9b,F,,
Youngjae,Choi Youngjae,최영재,31/05/2005,South Korea,TWS,M,,
Youngji,Hur Youngji,허영지,30/08/1994,South Korea,KARA,F,,
Youngmin,Jo Youngmin,조영민,24/04/1995,South Korea,Boyfriend,M,,
Youngmin,Lim Youngmin,임영민,25/12/1995,South Korea,MXM,M,,
Youngseo,Ryu Youngseo,류영서,13/06/2002,South Korea,BAE173,M,,
Youngwoong,Cho Youngwoon,조영웅,01/05/1999,South Korea,14U,M,,
Yua,Mikami Yua,미카미 유아,16/08/1993,Japan,Honey Popcorn,F,,
Yubeen,Jin Yubeen,진유빈,05/09/2006,South Korea,TRACER,F,,
Yubin,Kim Yubin,김유빈,04/10/1988,South Korea,Wonder Girls,F,,
Yubin,Bae Yubin,배유빈,09/09/1997,South Korea,Oh My Girl,F,,
Yubin,Cho Yubin,조유빈,09/10/1999,South Korea,,F,,
Yubin,Kim Yubin,김유빈,27/02/2002,South Korea,Bling Bling,F,,
Yubin,Jang Yubin,장유빈,10/06/2004,South Korea,Mirae,M,,
Yubin,Gong Yubin,공유빈,03/02/2005,South Korea,tripleS,F,,
Yubin,Oh Yubin,오유빈,26/11/1998,South Korea,ARTBEAT,F,,
Yue,Nancy Yang,낸시 양,03/07/2004,USA,Lapillus,F,,
Yuem,Park Subin,박수빈,25/12/1996,South Korea,H.U.B,F,,
Yugyeom,Kim Yugyeom,김유겸,17/11/1997,South Korea,GOT7,M,,
Yuha,Kang Kyungwon,강경원,05/11/1997,South Korea,Hinapia,F,,
Yuina,Futatsugami Yuina,후타츠가미 유이나,27/02/2007,South Korea,Candy Shop,F,,
Yujeong,Kim Yujeong,김유정,14/02/1992,South Korea,,F,,
Yujeong,Nam Yujeong,남유정,02/05/1991,South Korea,Brave Girls,F,,
Yujeong,Lee Yujeong,이유정,14/06/2004,South Korea,LIGHTSUM,F,,
Yuji,Son Yuji,손유지,25/11/1998,South Korea,3YE,F,,
Yujin,Choi Yujin,최유진,12/08/1996,South Korea,Kep1er,F,,
Yujin,Seo Yoojin,소유진,18/06/1994,South Korea,Playback,F,,
Yujin,Jeong Yujin,정유진,23/10/1989,South Korea,S#aFLA,F,,
Yujin,Ahn Yujin,안유진,01/09/2003,South Korea,IVE,F,,
Yujin,Han Yujin,한유진,20/03/2007,South Korea,ZEROBASEONE,M,,
Yuju,Choi Yuna,최유나,04/10/1997,South Korea,Gfriend,F,,
Yuju,Choi Yuju,최유주,05/03/1997,South Korea,Cherry Bullet,F,,
Yujun,Jung Yujun,정유준,05/10/2005,South Korea,xikers,M,,
Yuki,Lim Jiyeon,임지연,30/01/2002,South Korea,Saturday,F,,
Yuki,Mori Koyuki,모리 코유키,06/11/2002,Japan,Purple Kiss,F,,
Yuku,Amanumu Yuku,아마누마 유쿠,12/05/2002,Japan,DKB,M,,
Yukyung,Lee Yukyung,이유경,05/11/1999,South Korea,ALICE,F,,
Yulhee,Kim Yulhee,김율희,27/11/1997,South Korea,,F,,
Yuna,Seo Yuna,서유나,30/12/1992,South Korea,AoA,F,,
Yuna,Lee Yuna,이유나,06/04/1993,South Korea,Brave Girls,F,,
Yuna,Shin Yuna,신유나,09/12/2003,South Korea,ITZY,F,,
Yuna,Iimura Yuna,이이무라 유나,23/04/2005,Japan,CSR,F,,
Yuna,Na Yuna,노유나,,South Korea,Hearts2Hearts,F,,
Yunah,Noh Yunah,노윤아,15/01/2004,South Korea,ILLIT,F,,
Yungyu,Lee Yungyu,이윤규,07/11/2005,South Korea,8TURN,M,,
Yunha,Bang Yunha,방윤하,28/02/2009,South Korea,UNIS,F,,
Yunho,Jeong Yunho,정윤호,23/03/1999,South Korea,ATEEZ,M,,
Yunji,Lee Yunji,이윤지,04/04/1992,South Korea,Playback,F,,
Yunji,Kim Yunji,김윤지,26/08/1996,South Korea,ARIAZ,F,,
Yunjin,Huh Yunjin,허윤진,08/10/2001,South Korea,LE SSERAFIM,F,,
Yunju,Seo Yunju,서윤주,26/12/2005,South Korea,mimiirose,F,,
Yunkyung,Seo Yunkyung,서윤경,01/11/2001,South Korea,Rocket Punch,F,,
Yunmin,Yun Min,윤민,26/02/2001,South Korea,Newkidd,M,,
Yunseo,Ji Yunseo,지윤서,15/10/2004,South Korea,EVNNE,M,,
Yunseo,Kim Yunseo,김윤서,03/07/2004,South Korea,BADVILLAIN,F,,
Yunseong,Hwang Yunseong,황윤성,30/10/2000,South Korea,DRIPPIN,M,,
Yunseul,Hwang Nayoon,황나윤,30/03/1999,South Korea,IRRIS,F,,
Yunsung,Hwang Yunsung,황윤성,19/03/1996,South Korea,Romeo,M,,
Yuqi,Song Yuqi,송우기,23/09/1999,China,(G)I-DLE,F,,
Yura,Kim Ahyoung,김아영,06/11/1992,South Korea,Girl's Day,F,,
Yuri,Kwon Yuri,권유리,05/12/1989,South Korea,SNSD,F,,
Yuri,Jo Yuri,조유리,22/10/2001,South Korea,IZ*ONE,F,,
Yurim,Park Yurim,박유림,13/04/1998,South Korea,3YE,F,,
Yuta,Nakamoto Yuta,나카모토 유타,26/10/1995,Japan,NCT,M,,
Yuto,Adachi Yuto,아다치 유토,23/01/1998,Japan,PENTAGON,M,,
Yuuri,Tokunaga Yuuri,도쿠나가 유우리,16/05/2001,Japan,LUNARSOLAR,F,,
Yuvin,Song Yuvin,송유빈,28/04/1998,South Korea,B.O.Y,M,,
Yves,Ha Sooyoung,하수영,24/05/1997,South Korea,Loona yyxy,F,,
YY,Kim Moonyong,김문용,30/08/1991,South Korea,UNVS,M,,
Z-UK,Jeong Jaewook,정재욱,27/01/1993,South Korea,WE:A,M,,
Zayyan,Muhammad Rifki Fahri Zayyan,무하마드 리프키 파흐리 자얀,23/02/2000,Indonesia,XODIAC,M,,
Zelo,Choi Junhong,최준홍,15/10/1996,South Korea,B.A.P,M,,
Zena,Kim Gayoung,김가영,27/11/2008,South Korea,RESCENE,F,,
Zero,Nasukawa Shota,나스카와 쇼타,20/01/2003,Japan,T1419,M,,
Zhang Hao,Zhang Hao,장하오,25/07/2000,China,ZEROBASEONE,M,,
Zhou Mi,Zhou Mi,조미,19/04/1986,China,Super Junior-M,M,,
Zico,Woo Jiho,우지호,14/09/1992,South Korea,Block B,M,,
Zin,Jin Hyunbin,진현빈,31/08/2001,South Korea,bugAboo,F,,
Ziu,Park Heejun,박희준,16/06/1997,South Korea,VAV,M,,
ZN,Bae Jinye,배진예,09/06/1994,South Korea,LABOUM,F,,
Zoa,Cho Hyewon,조혜원,31/05/2005,South Korea,Weeekly,F,,
Zoe,Choi Hayoung,최하영,12/04/2002,Italia,Geenius,F,,
Zuho,Bae Juho,백주호,04/07/1996,South Korea,SF9,M,,
Zuny,Kim Joomi,김주미,08/12/1994,South Korea,Ladies' Code,F,,
Zuu,Ji Yeongju,지영주,24/03/2000,South Korea,SECRET NUMBER,F,,

